full_name,f_name,affiliation,paper_title,paper_url,year
Kutluhan Erol,kutluhan,University of Maryland,On the Complexity of Domain-Independent Planning,1992/aaai92-059.php,1992
Dana S. Nau,dana,University of Maryland,On the Complexity of Domain-Independent Planning,1992/aaai92-059.php,1992
V. S. Subrahmanian,v,University of Maryland,On the Complexity of Domain-Independent Planning,1992/aaai92-059.php,1992
Adele E. Howe,adele,University of Massachusetts,Analyzing Failure Recovery to Improve Planner Design,1992/aaai92-060.php,1992
Charles Petrie,charles,MCC AI Lab,Constrained Decision Revision,1992/aaai92-061.php,1992
Kwang Ryel Ryu,kwang,The University of Michigan,Learning from Goal Interactions in Planning: Goal Stack Analysis and Generalization,1992/aaai92-062.php,1992
Keki B. Irani,keki,The University of Michigan,Learning from Goal Interactions in Planning: Goal Stack Analysis and Generalization,1992/aaai92-062.php,1992
Mukesh Dalal,mukesh,Rutgers University,Efficient Propositional Constraint Propagation,1992/aaai92-063.php,1992
Nicholas J. Haddock,nicholas,Hewlett Packard Laboratories,Semantic Evaluation as Constraint Network Consistency,1992/aaai92-064.php,1992
Paul D. Hubbe,paul,University of New Hampshire,An Efficient Cross Product Representation of the Constraint Satisfaction Problem Search Space,1992/aaai92-065.php,1992
Eugene C. Freuder,eugene,University of New Hampshire,An Efficient Cross Product Representation of the Constraint Satisfaction Problem Search Space,1992/aaai92-065.php,1992
Paul Morris,paul,IntelliCorp,On the Density of Solutions in Equilibrium Points for the Queens Problem,1992/aaai92-066.php,1992
Gadi Pinkas,gadi,Washington University,An Improved Connectionist Activation Function for Energy Minimization,1992/aaai92-067.php,1992
Rina Dechter,rina,"University of California, Irvine",An Improved Connectionist Activation Function for Energy Minimization,1992/aaai92-067.php,1992
Bart Selman,bart,AT&T Bell Laboratories,A New Method for Solving Hard Satisfiability Problems,1992/aaai92-068.php,1992
Hector Levesque,hector,University of Toronto,A New Method for Solving Hard Satisfiability Problems,1992/aaai92-068.php,1992
David Mitchell,david,Simon Fraser University,A New Method for Solving Hard Satisfiability Problems,1992/aaai92-068.php,1992
Peter van Beek,peter,University of Alberta,On the Minimality and Decomposability of Constraint Networks,1992/aaai92-069.php,1992
Nageshwara Rao Vempaty,nageshwara,University of Central Florida,Solving Constraint Satisfaction Problems Using Finite State Automata,1992/aaai92-070.php,1992
David Mitchell,david,Simon Fraser University,Hard and Easy Distributions of SAT Problems,1992/aaai92-071.php,1992
Bart Selman,bart,AT&T Bell Laboratories,Hard and Easy Distributions of SAT Problems,1992/aaai92-071.php,1992
Hector Levesque,hector,University of Toronto,Hard and Easy Distributions of SAT Problems,1992/aaai92-071.php,1992
Ron Musick,ron,"University of California, Berkeley",How Long Will It Take?,1992/aaai92-072.php,1992
Stuart Russell,stuart,"University of California, Berkeley",How Long Will It Take?,1992/aaai92-072.php,1992
Colin P. Williams,colin,Xerox Palo Alto Research Center,Using Deep Structure to Locate Hard Problems,1992/aaai92-073.php,1992
Tad Hogg,tad,Xerox Palo Alto Research Center,Using Deep Structure to Locate Hard Problems,1992/aaai92-073.php,1992
Franz Barachini,franz,Alcatel-ELIN Research Center,Run-Time Prediction for Production Systems,1992/aaai92-074.php,1992
Hans Mistelberger,hans,Alcatel-ELIN Research Center,Run-Time Prediction for Production Systems,1992/aaai92-074.php,1992
Anoop Gupta,anoop,Stanford University,Run-Time Prediction for Production Systems,1992/aaai92-074.php,1992
Babak Hamidzadeh,babak,University of Minnesota,Can Real-Time Search Algorithms Meet Deadlines?,1992/aaai92-075.php,1992
Shashi Shekhar,shashi,University of Minnesota,Can Real-Time Search Algorithms Meet Deadlines?,1992/aaai92-075.php,1992
James G. Schmolze,james,Tufts University,Comparison of Three Algorithms for Ensuring Serializable Executions in Parallel Production Systems,1992/aaai92-076.php,1992
Daniel E. Neiman,daniel,University of Massachusetts,Comparison of Three Algorithms for Ensuring Serializable Executions in Parallel Production Systems,1992/aaai92-076.php,1992
Ursula M. Schwuttke,ursula,"Jet Propulsion Laboratory, California Institute of Technology",Real-time Metareasoning with Dynamic Trade-off Evaluation,1992/aaai92-077.php,1992
Les Gasser,les,University of Southern California,Real-time Metareasoning with Dynamic Trade-off Evaluation,1992/aaai92-077.php,1992
Eric B. Baum,eric,NEC Research Institute,On Optimal Game Tree Propagation for Imperfect Players,1992/aaai92-078.php,1992
Arthur L. Delcher,arthur,Loyola College in Maryland,Improved Decision-Making in Game Trees: Recovering from Pathology,1992/aaai92-079.php,1992
Simon Kasif,simon,The Johns Hopkins University,Improved Decision-Making in Game Trees: Recovering from Pathology,1992/aaai92-079.php,1992
Walter C. Hamscher,walter,Price Waterhouse Technology Centre,Modeling Accounting Systems to Support Multiple Tasks: A Progress Report,1992/aaai92-080.php,1992
Toru Ishida,toru,NTT Communication Science Laboratories,Moving Target Search with Intelligence,1992/aaai92-081.php,1992
Richard E. Korf,richard,"University of California, Los Angeles",Linear-Space Best-First Search: Summary of Results,1992/aaai92-082.php,1992
Ambui Mahanti,ambui,University of Maryland,Performance of IDA on Trees and Graphs,1992/aaai92-083.php,1992
Subrata Ghosh,subrata,University of Maryland,Performance of IDA on Trees and Graphs,1992/aaai92-083.php,1992
Dana S. Nau,dana,University of Maryland,Performance of IDA on Trees and Graphs,1992/aaai92-083.php,1992
L. N. Kanal,l,University of Maryland,Performance of IDA on Trees and Graphs,1992/aaai92-083.php,1992
Asim K. Pal,asim,Calcutta,Performance of IDA on Trees and Graphs,1992/aaai92-083.php,1992
IIM,iim,Calcutta,Performance of IDA on Trees and Graphs,1992/aaai92-083.php,1992
Weixiong Zhang,weixiong,"University of California, Los Angeles",An Average-Case Analysis of Branch-and-Bound with Applications: Summary of Results,1992/aaai92-084.php,1992
Richard E. Korf,richard,"University of California, Los Angeles",An Average-Case Analysis of Branch-and-Bound with Applications: Summary of Results,1992/aaai92-084.php,1992
Eugene Charniak,eugene,Brown University,Dynamic MAP Calculations for Abduction,1992/aaai92-085.php,1992
Eugene Santos Jr.,eugene,Brown University,Dynamic MAP Calculations for Abduction,1992/aaai92-085.php,1992
Keith L. Downing,keith,Linkoping University,Consistency-Based Diagnosis in Physiological Domains,1992/aaai92-086.php,1992
Yoichiro Nakakuki,yoichiro,NEC Corporation,Adaptive Model-Based Diagnostic Mechanism Using a Hierarchical Model Scheme,1992/aaai92-087.php,1992
Yoshiyuki Koseki,yoshiyuki,NEC Corporation,Adaptive Model-Based Diagnostic Mechanism Using a Hierarchical Model Scheme,1992/aaai92-087.php,1992
Midori Tanaka,midori,NEC Corporation,Adaptive Model-Based Diagnostic Mechanism Using a Hierarchical Model Scheme,1992/aaai92-087.php,1992
Bon K. Sy,bon,"Queens College, City University of New York",Reasoning MPE to Multiply Connected Belief Networks Using Message Passing,1992/aaai92-088.php,1992
James M. Crawford,james,AT&T Bell Laboratories,Formalizing Reasoning about Change: A Qualitative Reasoning Approach (Preliminary Report),1992/aaai92-089.php,1992
David W. Etherington,david,AT&T Bell Laboratories,Formalizing Reasoning about Change: A Qualitative Reasoning Approach (Preliminary Report),1992/aaai92-089.php,1992
Alvaro del Val,alvaro,Stanford University,Deriving Properties of Belief Update from Theories of Action,1992/aaai92-090.php,1992
Yoav Shoham,yoav,Stanford University,Deriving Properties of Belief Update from Theories of Action,1992/aaai92-090.php,1992
Fangzhen Lin,fangzhen,Stanford University,Concurrent Actions in the Situation Calculus,1992/aaai92-091.php,1992
Yoav Shoham,yoav,Stanford University,Concurrent Actions in the Situation Calculus,1992/aaai92-091.php,1992
Mark A. Young,mark,The University of Michigan,Nonmonotonic Sorts for Feature Structures,1992/aaai92-092.php,1992
Fahiem Bacchus,fahiem,University of Waterloo,From Statistics to Beliefs,1992/aaai92-093.php,1992
Adam Grove,adam,Stanford University,From Statistics to Beliefs,1992/aaai92-093.php,1992
Daphne Koller,daphne,Stanford University,From Statistics to Beliefs,1992/aaai92-093.php,1992
Joseph Y. Halpern,joseph,IBM Almaden Research Center,From Statistics to Beliefs,1992/aaai92-093.php,1992
Craig Boutilier,craig,University of British Columbia,A Logic for Revision and Subjunctive Queries,1992/aaai92-094.php,1992
James Bowen,james,North Carolina State University,Lexical Imprecision in Fuzzy Constraint Networks,1992/aaai92-095.php,1992
Robert Lai,robert,North Carolina State University,Lexical Imprecision in Fuzzy Constraint Networks,1992/aaai92-095.php,1992
Dennis Bahler,dennis,North Carolina State University,Lexical Imprecision in Fuzzy Constraint Networks,1992/aaai92-095.php,1992
Adnan Y. Darwiche,adnan,Stanford University,A Symbolic Generalization of Probability Theory,1992/aaai92-096.php,1992
Matthew L. Ginsberg,matthew,Stanford University,A Symbolic Generalization of Probability Theory,1992/aaai92-096.php,1992
Piotr J. Gmytrasiewicz,piotr,University of Michigan,A Logic of Knowledge and Belief for Recursive Modeling: A Preliminary Report,1992/aaai92-097.php,1992
Edmund H. Durfee,edmund,University of Michigan,A Logic of Knowledge and Belief for Recursive Modeling: A Preliminary Report,1992/aaai92-097.php,1992
Kurt Konolige,kurt,SRI International,Ideal Introspective Belief,1992/aaai92-098.php,1992
Alessandro Saffiotti,alessandro,Université Libre de Bruxelles,A Belief-Function Logic,1992/aaai92-099.php,1992
Jacques Wainer,jacques,University of Colorado,Combining Circumscription and Modal Logic,1992/aaai92-100.php,1992
Kevin D. Ashley,kevin,University of Pittsburgh,Generating Dialectical Examples Automatically,1992/aaai92-101.php,1992
Vincent Aleven,vincent,University of Pittsburgh,Generating Dialectical Examples Automatically,1992/aaai92-101.php,1992
A. Julian Craddock,a,University of British Columbia,Common Sense Retrieval,1992/aaai92-102.php,1992
Daniel C. Edelson,daniel,Northwestern University,When Should a Cheetah Remind You of a Bat? Reminding in Case-Based Teaching,1992/aaai92-103.php,1992
Eric K. Jones,eric,Victoria University of Wellington,Model-Based Case Adaptation,1992/aaai92-104.php,1992
Z. Cui,z,University of Leeds,Qualitative Simulation Based on a Logical Formalism of Space and Time,1992/aaai92-105.php,1992
A. G. Cohn,a,University of Leeds,Qualitative Simulation Based on a Logical Formalism of Space and Time,1992/aaai92-105.php,1992
D. A. Randell,d,University of Leeds,Qualitative Simulation Based on a Logical Formalism of Space and Time,1992/aaai92-105.php,1992
Kenneth D. Forbus,kenneth,Northwestern University,Self-Explanatory Simulations: Scaling Up to Large Models,1992/aaai92-106.php,1992
Brian Falkenhainer,brian,Xerox Palo Alto Research Center,Self-Explanatory Simulations: Scaling Up to Large Models,1992/aaai92-106.php,1992
Gordon Skorstad,gordon,University of Illinois,Towards a Qualitative Lagrangian Theory of Fluid Flow,1992/aaai92-107.php,1992
Randall H. Wilson,randall,Stanford University,On the Qualitative Structure of a Mechanical Assembly,1992/aaai92-108.php,1992
Jean-Claude Latombe,jean-claude,Stanford University,On the Qualitative Structure of a Mechanical Assembly,1992/aaai92-108.php,1992
P. Pandurang Nayak,p,Stanford University,Causal Approximations,1992/aaai92-109.php,1992
P. Pandurang Nayak,p,Stanford University,Automated Model Selection Using Context-Dependent Behaviors,1992/aaai92-110.php,1992
Leo Joskowicz,leo,IBM T. J. Watson Research Center,Automated Model Selection Using Context-Dependent Behaviors,1992/aaai92-110.php,1992
Sanjaya Addanki,sanjaya,IBM T. J. Watson Research Center,Automated Model Selection Using Context-Dependent Behaviors,1992/aaai92-110.php,1992
R. Bharat Rao,r,University of Illinois at Urbana-Champaign,Learning Engineering Models with the Minimum Description Length Principle,1992/aaai92-111.php,1992
Stephen C-Y. Lu,stephen,University of Illinois at Urbana-Champaign,Learning Engineering Models with the Minimum Description Length Principle,1992/aaai92-111.php,1992
Bradley L. Richards,bradley,"University of Texas, Austin",Automatic Abduction of Qualitative Models,1992/aaai92-112.php,1992
Benjamin J. Kuipers,benjamin,"University of Texas, Austin",Automatic Abduction of Qualitative Models,1992/aaai92-112.php,1992
Ina Kraan,ina,University of Edinburgh,Automatic Abduction of Qualitative Models,1992/aaai92-112.php,1992
Tom Bylander,tom,The Ohio State University,Complexity Results for Serial Decomposability,1992/aaai92-113.php,1992
Jürgen Dorn,jürgen,Technical University Vienna,Temporal Reasoning in Sequence Graphs,1992/aaai92-114.php,1992
Martin Charles Golumbic,martin,IBM Israel Scientific Center and Bar-Ilan University,Algorithms and Complexity for Reasoning about Time,1992/aaai92-115.php,1992
Ron Shamir,ron,Tel Aviv University,Algorithms and Complexity for Reasoning about Time,1992/aaai92-115.php,1992
Bernhard Nebel,bernhard,German Research Center for Artificial Intelligence,On the Computational Complexity of Temporal Projection and Plan Validation,1992/aaai92-116.php,1992
Christer Backström,christer,Linköping University,On the Computational Complexity of Temporal Projection and Plan Validation,1992/aaai92-116.php,1992
William W. Cohen,william,AT&T Bell Laboratories,Computing Least Common Subsumers in Description Logics,1992/aaai92-117.php,1992
Alex Borgida,alex,Rutgers University,Computing Least Common Subsumers in Description Logics,1992/aaai92-117.php,1992
Haym Hirsh,haym,Rutgers University,Computing Least Common Subsumers in Description Logics,1992/aaai92-117.php,1992
Robert Dionne,robert,IBM T. J. Watson Research Center,A Non-Well-Founded Approach to Terminological Cycles,1992/aaai92-118.php,1992
Eric Mays,eric,IBM T. J. Watson Research Center,A Non-Well-Founded Approach to Terminological Cycles,1992/aaai92-118.php,1992
Frank J. Oles,frank,IBM T. J. Watson Research Center,A Non-Well-Founded Approach to Terminological Cycles,1992/aaai92-118.php,1992
Jochen Heinsohn,jochen,German Research Center for Artificial Intelligence,An Empirical Analysis of Terminological Representation Systems,1992/aaai92-119.php,1992
Daniel Kudenko,daniel,German Research Center for Artificial Intelligence,An Empirical Analysis of Terminological Representation Systems,1992/aaai92-119.php,1992
Bernhard Nebel,bernhard,German Research Center for Artificial Intelligence,An Empirical Analysis of Terminological Representation Systems,1992/aaai92-119.php,1992
Hans-Jürgen Profitlich,hans-jürgen,German Research Center for Artificial Intelligence,An Empirical Analysis of Terminological Representation Systems,1992/aaai92-119.php,1992
Robert M. MacGregor,robert,USC/Information Sciences Institute,Recognition Algorithms for the Loom Classifier,1992/aaai92-120.php,1992
David Brill,david,USC/Information Sciences Institute,Recognition Algorithms for the Loom Classifier,1992/aaai92-120.php,1992
Johan de Kleer,johan,Xerox Palo Alto Research Center,An Improved Incremental Algorithm for Generating Prime Implicates,1992/aaai92-121.php,1992
Henry Kautz,henry,AT&T Bell Laboratories,Forming Concepts for Fast Inference,1992/aaai92-122.php,1992
Bart Selman,bart,AT&T Bell Laboratories,Forming Concepts for Fast Inference,1992/aaai92-122.php,1992
Jonathan Stillman,jonathan,General Electric Research and Development Center,The Complexity of Propositional Default Logics,1992/aaai92-123.php,1992
R. Peter Bonasso,r,The MITRE Corporation,A Reactive Robot System for Find and Fetch Tasks in an Outdoor Environment,1992/aaai92-124.php,1992
H. James Antonisse,h,The MITRE Corporation,A Reactive Robot System for Find and Fetch Tasks in an Outdoor Environment,1992/aaai92-124.php,1992
Marc G. Slack,marc,The MITRE Corporation,A Reactive Robot System for Find and Fetch Tasks in an Outdoor Environment,1992/aaai92-124.php,1992
Erann Gat,erann,"Jet Propulsion Laboratory, California Institute of Technology",Integrating Planning and Reacting in a Heterogeneous Asynchronous Architecture for Controlling Real-World Mobile Robots,1992/aaai92-125.php,1992
Anthony Lazanas,anthony,Stanford University,Landmark-Based Robot Navigation,1992/aaai92-126.php,1992
Jean-Claude Latombe,jean-claude,Stanford University,Landmark-Based Robot Navigation,1992/aaai92-126.php,1992
David P. Miller,david,"Jet Propulsion Laboratory, California Institute of Technology",Reactive Navigation through Rough Terrain: Experimental Results,1992/aaai92-127.php,1992
Rajiv S. Desai,rajiv,"Jet Propulsion Laboratory, California Institute of Technology",Reactive Navigation through Rough Terrain: Experimental Results,1992/aaai92-127.php,1992
Erann Gat,erann,"Jet Propulsion Laboratory, California Institute of Technology",Reactive Navigation through Rough Terrain: Experimental Results,1992/aaai92-127.php,1992
Robert Ivlev,robert,"Jet Propulsion Laboratory, California Institute of Technology",Reactive Navigation through Rough Terrain: Experimental Results,1992/aaai92-127.php,1992
John Loch,john,"Jet Propulsion Laboratory, California Institute of Technology",Reactive Navigation through Rough Terrain: Experimental Results,1992/aaai92-127.php,1992
Bob Doorenbos,bob,Carnegie Mellon University,"Learning 10,000 Chunks: What’s It Like Out There?",1992/aaai92-128.php,1992
Milind Tambe,milind,Carnegie Mellon University,"Learning 10,000 Chunks: What’s It Like Out There?",1992/aaai92-128.php,1992
Allen Newell,allen,Carnegie Mellon University,"Learning 10,000 Chunks: What’s It Like Out There?",1992/aaai92-128.php,1992
Nomi L. Harris,nomi,National Institutes of Health,Mega-Classification: Discovering Motifs in Massive Datastreams,1992/aaai92-129.php,1992
Lawrence Hunter,lawrence,National Institutes of Health,Mega-Classification: Discovering Motifs in Massive Datastreams,1992/aaai92-129.php,1992
David J. States,david,National Institutes of Health,Mega-Classification: Discovering Motifs in Massive Datastreams,1992/aaai92-129.php,1992
Hiroaki Kitano,hiroaki,NEC Corporation,Building Large-Scale and Corporate-Wide Case-Based Systems: Integration of the Organizational and Machine Executable Algorithms,1992/aaai92-130.php,1992
Akihiro Shibata,akihiro,NEC Corporation,Building Large-Scale and Corporate-Wide Case-Based Systems: Integration of the Organizational and Machine Executable Algorithms,1992/aaai92-130.php,1992
Hideo Shimazu,hideo,NEC Corporation,Building Large-Scale and Corporate-Wide Case-Based Systems: Integration of the Organizational and Machine Executable Algorithms,1992/aaai92-130.php,1992
Juichirou Kajihara,juichirou,NEC Corporation,Building Large-Scale and Corporate-Wide Case-Based Systems: Integration of the Organizational and Machine Executable Algorithms,1992/aaai92-130.php,1992
Atsumi Sato,atsumi,NEC Corporation,Building Large-Scale and Corporate-Wide Case-Based Systems: Integration of the Organizational and Machine Executable Algorithms,1992/aaai92-130.php,1992
Hiroaki Kitano,hiroaki,Carnegie Mellon University,Wafer Scale Integration for Massively Parallel Memory-Based Reasoning,1992/aaai92-131.php,1992
Moritoshi Yasunaga,moritoshi,Carnegie Mellon University,Wafer Scale Integration for Massively Parallel Memory-Based Reasoning,1992/aaai92-131.php,1992
Edmund H. Durfee,edmund,University of Michigan,"What Your Computer Really Needs to Know, You Learned in Kindergarten",1992/aaai92-132.php,1992
Kristian Hammond,kristian,University of Chicago,Reasoning as Remembering: The Theory and Practice of CBR,1992/aaai92-133.php,1992
Lawrence Hunter,lawrence,National Library of Medicine,Artificial Intelligence and Molecular Biology,1992/aaai92-134.php,1992
L. Karl Branting,l,University of Wyoming,Rules and Precedents as Complementary Warrants,1991/aaai91-001.php,1991
Bruce W. Porter,bruce,University of Texas at Austin,Rules and Precedents as Complementary Warrants,1991/aaai91-001.php,1991
David B. Leake,david,Indiana University,An Indexing Vocabulary for Case-Based Explanation,1991/aaai91-002.php,1991
Eric A. Domeshek,eric,"Institute for Learning Sciences, Northwestern University",Indexing Stories as Social Advice,1991/aaai91-003.php,1991
Andrew R. Golding,andrew,Stanford University,Improving Rule-Based Systems Through Case-Based Reasoning,1991/aaai91-004.php,1991
Paul S. Rosenbloom,paul,"Information Sciences Institute, University of Southern California",Improving Rule-Based Systems Through Case-Based Reasoning,1991/aaai91-004.php,1991
Thomas R. Hinrichs,thomas,Georgia Institute of Technology,The Roles of Adaptation in Case-Based Design,1991/aaai91-005.php,1991
Janet L. Kolodner,janet,Georgia Institute of Technology,The Roles of Adaptation in Case-Based Design,1991/aaai91-005.php,1991
Shankar A. Rajamoney,shankar,University of Southern California,Prototype-Based Reasoning: An Integrated Approach to Solving Large  Novel Problems,1991/aaai91-006.php,1991
Hee-Youn Lee,hee-youn,University of Southern California,Prototype-Based Reasoning: An Integrated Approach to Solving Large  Novel Problems,1991/aaai91-006.php,1991
Daniel Baril,daniel,University of Saskatchewan,Student Modelling with Confluences,1991/aaai91-007.php,1991
Jim E. Greer,jim,University of Saskatchewan,Student Modelling with Confluences,1991/aaai91-007.php,1991
Gordon I. McCalla,gordon,University of Saskatchewan,Student Modelling with Confluences,1991/aaai91-007.php,1991
Hyacinth S. Nwana,hyacinth,University of Liverpool,FITS: A Fraction Intelligent Tutoring System,1991/aaai91-008.php,1991
Joël Courtois,joël,Institut Supérieur d'Electronique de Paris and Université PARIS VI,Teaching Diagnostic Skills Using AI: An Architecture Suitable for Students and Teachers,1991/aaai91-009.php,1991
Mark T. Maybury,mark,The MITRE Corporation,Planning Multimedia Explanations Using Communicative Acts,1991/aaai91-010.php,1991
Gerhard Fischer,gerhard,University of Colorado,Making Design Objects Relevant to the Task at Hand,1991/aaai91-011.php,1991
Kumiyo Nakakoji,kumiyo,"University of Colorado and Software Research Associates, Inc",Making Design Objects Relevant to the Task at Hand,1991/aaai91-011.php,1991
Loren G. Terveen,loren,MCC,A Tool for Achieving Consensus in Knowledge Representation,1991/aaai91-012.php,1991
David A. Wroblewski,david,MCC,A Tool for Achieving Consensus in Knowledge Representation,1991/aaai91-012.php,1991
Rohini K. Srihari,rohini,State University of New York at Buffalo,PICTION: A System That Uses Captions to Label Human Faces in Newspaper Photographs,1991/aaai91-013.php,1991
Alison Cawsey,alison,University of Edinburgh,Generating Interactive Explanations,1991/aaai91-014.php,1991
Eduard H. Hovy,eduard,USC-Information Sciences Institute,Automatic Generation of Formatted Text,1991/aaai91-015.php,1991
Yigal Arens,yigal,USC-Information Sciences Institute,Automatic Generation of Formatted Text,1991/aaai91-015.php,1991
Michael Elhadad,michael,Columbia University,Generating Adjectives to Express the Speaker’s Argumentative Intent,1991/aaai91-016.php,1991
J. K. Kalita,j,University of Colorado,Interpreting Prepositions Physically,1991/aaai91-017.php,1991
N. I. Badler,n,University of Pennsylvania,Interpreting Prepositions Physically,1991/aaai91-017.php,1991
Steven L. Lytinen,steven,The University of Michigan,Semantics-First Natural Language Processing,1991/aaai91-018.php,1991
Claire Cardie,claire,University of Massachusetts,A Cognitively Plausible Approach to Understanding Complex Syntax,1991/aaai91-019.php,1991
Wendy Lehnert,wendy,University of Massachusetts,A Cognitively Plausible Approach to Understanding Complex Syntax,1991/aaai91-019.php,1991
Alexander G. Hauptmann,alexander,Carnegie Mellon University,From Syntax to Meaning in Natural Language Processing,1991/aaai91-020.php,1991
Fei Song,fei,University of Waterloo,Tense Interpretation in the Context of Narrative,1991/aaai91-021.php,1991
Robin Cohen,robin,University of Waterloo,Tense Interpretation in the Context of Narrative,1991/aaai91-021.php,1991
Jeffrey D. Kirtner,jeffrey,The University of Michigan,ULINK: A Semantics-Driven Approach to Understanding Ungrammatical Input,1991/aaai91-022.php,1991
Steven L. Lytinen,steven,The University of Michigan,ULINK: A Semantics-Driven Approach to Understanding Ungrammatical Input,1991/aaai91-022.php,1991
Giorgio Satta,giorgio,"Oliviero Stock, Istituto per la Ricerca Scientifica e Tecnologica",A Tabular Method for Island-Driven Context-Free Grammar Parsing,1991/aaai91-023.php,1991
Hiroaki Kitano,hiroaki,Carnegie Mellon University and NEC Corporation,High Performance Memory-Based Translation on IXM2 Massively Parallel Associative Memory Processor,1991/aaai91-024.php,1991
Tetsuya Higuchi,tetsuya,Electrotechnical Laboratory,High Performance Memory-Based Translation on IXM2 Massively Parallel Associative Memory Processor,1991/aaai91-024.php,1991
Lois Boggess,lois,Mississippi State University,Disambiguation of Prepositional Phrases in Automatically Labelled Technical Text,1991/aaai91-025.php,1991
Rajeev Agarwal,rajeev,Mississippi State University,Disambiguation of Prepositional Phrases in Automatically Labelled Technical Text,1991/aaai91-025.php,1991
Ron Davis,ron,Mississippi State University,Disambiguation of Prepositional Phrases in Automatically Labelled Technical Text,1991/aaai91-025.php,1991
Eugene Charniak,eugene,Brown University,A Probabilistic Model of Plan Recognition,1991/aaai91-026.php,1991
Robert Goldman,robert,Tulane University,A Probabilistic Model of Plan Recognition,1991/aaai91-026.php,1991
Piotr J. Gmytrasiewicz,piotr,University of Michigan,The Utility of Communication in Coordinating Intelligent Agents,1991/aaai91-027.php,1991
Edmund H. Durfee,edmund,University of Michigan,The Utility of Communication in Coordinating Intelligent Agents,1991/aaai91-027.php,1991
David K. Wehe,david,University of Michigan,The Utility of Communication in Coordinating Intelligent Agents,1991/aaai91-027.php,1991
Eithan Ephrati,eithan,Hebrew University,The Clarke Tax as a Consensus Mechanism Among Automated Agents,1991/aaai91-028.php,1991
Jeffrey S. Rosenschein,jeffrey,Hebrew University,The Clarke Tax as a Consensus Mechanism Among Automated Agents,1991/aaai91-028.php,1991
Sarit Kraus,sarit,Hebrew University,The Function of Time in Cooperative Negotiations,1991/aaai91-029.php,1991
Jonathan Wilkenfeld,jonathan,University of Maryland,The Function of Time in Cooperative Negotiations,1991/aaai91-029.php,1991
Les Gasser,les,University of Southern California,A Dynamic Organizational Architecture for Adaptive Problem Solving,1991/aaai91-030.php,1991
Toru Ishida,toru,NTT Communications and Information Processing Laboratories,A Dynamic Organizational Architecture for Adaptive Problem Solving,1991/aaai91-030.php,1991
Norman Carver,norman,University of Massachusetts,Sophisticated Cooperation in FA/C Distributed Problem Solving Systems,1991/aaai91-031.php,1991
Zarko Cvetanovic,zarko,University of Massachusetts,Sophisticated Cooperation in FA/C Distributed Problem Solving Systems,1991/aaai91-031.php,1991
Victor Lesser,victor,University of Massachusetts,Sophisticated Cooperation in FA/C Distributed Problem Solving Systems,1991/aaai91-031.php,1991
Subbarao Kambhampati,subbarao,Stanford University,Combining Specialized Reasoners and General Purpose Planners: A Case Study,1991/aaai91-032.php,1991
Mark Cutkosky,mark,Stanford University,Combining Specialized Reasoners and General Purpose Planners: A Case Study,1991/aaai91-032.php,1991
Marty Tenenbaum,marty,Stanford University,Combining Specialized Reasoners and General Purpose Planners: A Case Study,1991/aaai91-032.php,1991
Soo Hong Lee,soo,Stanford University,Combining Specialized Reasoners and General Purpose Planners: A Case Study,1991/aaai91-032.php,1991
Jeff Y-C Pan,jeff,Enterprise Integration Technologies Corporation and Stanford University,Toward an Intelligent Agent Framework for Enterprise Integration,1991/aaai91-033.php,1991
Jay M. Tenenbaum,jay,Enterprise Integration Technologies Corporation and Stanford University,Toward an Intelligent Agent Framework for Enterprise Integration,1991/aaai91-033.php,1991
James Bowen,james,North Carolina State University,Conditional Existence of Variables in Generalized Constraint Networks,1991/aaai91-034.php,1991
Dennis Bahler,dennis,North Carolina State University,Conditional Existence of Variables in Generalized Constraint Networks,1991/aaai91-034.php,1991
Christian Bessiere,christian,de Robotique et de Microelectronique de Montpellier,Arc-Consistency in Dynamic Constraint Satisfaction Problems,1991/aaai91-035.php,1991
Laboratoire d'Informatique,laboratoire,de Robotique et de Microelectronique de Montpellier,Arc-Consistency in Dynamic Constraint Satisfaction Problems,1991/aaai91-035.php,1991
Eugene C. Freuder,eugene,University of New Hampshire,Eliminating Interchangeable Values in Constraint Satisfaction Problems,1991/aaai91-036.php,1991
Gérard Ligozat,gérard,"LIMSI, Universite Paris-Sud",On Generalized Interval Calculi,1991/aaai91-037.php,1991
Henry A. Kautz,henry,AT&T Bell Laboratories,Integrating Metric and Qualitative Temporal Reasoning,1991/aaai91-038.php,1991
Peter B. Ladkin,peter,International Computer Science Institute,Integrating Metric and Qualitative Temporal Reasoning,1991/aaai91-038.php,1991
Fei Song,fei,University of Waterloo,Temporal Reasoning During Plan Recognition,1991/aaai91-039.php,1991
Robin Cohen,robin,University of Waterloo,Temporal Reasoning During Plan Recognition,1991/aaai91-039.php,1991
Massimo Poesio,massimo,University of Rochester,Metric Constraints for Maintaining Appointments: Dates and Repeated Activities,1991/aaai91-040.php,1991
Ronald J. Brachman,ronald,AT&T Bell Laboratories,Metric Constraints for Maintaining Appointments: Dates and Repeated Activities,1991/aaai91-040.php,1991
Itay Meiri,itay,"University of California, Los Angeles",Combining Qualitative and Quantitative Constraints in Temporal Reasoning,1991/aaai91-041.php,1991
Geneviève Morgue,geneviève,CSF/RCC / 268,Efficiency of Production Systems When Coupled with an Assumption Based Truth Maintenance System,1991/aaai91-042.php,1991
